inspection_id,component_id,task_id,floor_zone,component_type,inspection_round,install_time,inspection_time,record_created_time,vertical_deviation_value,deviation_unit,grout_strength_mpa,inspector_team,result_recorded,rework_flag,revision_flag,source_system
QI-0105,CMP-0088,TSK-009,F08-C,slab,1,2025-07-14 15:30,2025-07-14 18:03,2025-07-15 09:52,3.84,mm,122.7,TEAM_C,pass,false,false,quality_app
QI-0315,CMP-0264,TSK-027,F04-C,wall_panel,1,2025-03-28 09:45,2025-03-28 15:39,2025-03-30 06:22,2.30,mm,46.7,TEAM_A,pass,false,false,quality_system
QI-0112,CMP-0094,TSK-010,F04-A,slab,1,2025-08-06 11:00,2025-08-06 14:06,2025-08-08 08:19,0.316,cm,44.0,TEAM_A,pass,false,false,quality_app
QI-0116,CMP-0098,TSK-010,F08-A,,1,2025-06-25 09:45,2025-06-25 18:32,2025-06-26 10:07,4.63,mm,56.6,TEAM_C,pass,false,false,site_tablet
QI-0081,CMP-0067,TSK-007,F07-A,wall_panel,2,2025-08-05 07:00,2025-08-08 08:19,2025-08-08 15:35,1.52,mm,47.7,B班,pass,true,false,quality_system
QI-0057,CMP-0048,TSK-005,F08-B,wall_panel,1,2025/04/26 07:45,2025-04-26 10:32,2025-04-27 14:20,3.95,mm,45.3,TEAM_B,pass,false,false,site_tablet
QI-0135,CMP-0112,TSK-012,F02-C,beam,1,2025-04-22 11:15,2025-04-23 04:42,2025年04月24日 22:50,5.19,mm,42.3,TEAM_C,fail,true,false,site_tablet
QI-0240,CMP-0202,TSK-021,F02-C,wall_panel,2,2025-08-15 07:00,2025-08-18 14:36,2025-08-18 05:36,0.88,mm,53.8,TEAM_C,pass,true,false,site_tablet
QI-0009,CMP-0007,TSK-001,F07-A,wall_panel,2,2025/07/20 10:15,2025-07-25 16:09,2025-07-26 09:12,2.49,mm,53.9,TEAM_C,pass,true,false,quality_system
QI-0085,CMP-0071,TSK-008,F01-B,--,1,2025-07-04 13:30,2025-07-05 04:13,2025-07-06 07:18,0.15,mm,48.4,TEAM_B,pass,false,false,quality_system
QI-0004,CMP-0003,TSK-001,F03-A,column,1,2025-04-10 13:00,2025-04-10 23:45,2025-04-11 20:27,3.66,mm,36.3,TEAM_C,fail,true,false,quality_system
QI-0284,CMP-0241,TSK-025,F01-A,wall_panel,1,2025-03-10 09:45,2025-03-10 13:04,2025-03-12 05:49,2.99,mm,39.5,TEAM_C,pass,true,false,quality_app
QI-0099,CMP-0084,TSK-009,F04-C,slab,1,2025-03-08 09:15,2025-03-08 20:13,2025-03-10 13:46,3.46,mm,36.3,TEAM_B,fail,是,false,quality_system
QI-0037,CMP-0031,TSK-004,F01-A,beam,2,2025/05/30 13:30,2025-06-01 19:08,2025-06-02 15:30,3.54,mm,56.0,TEAM_B,pass,true,false,quality_system
QI-0060,CMP-0051,TSK-006,F01-C,stair,1,2025-06-27 07:30,2025-06-27 12:50,2025-06-28 15:27,3.43,mm,57.9,TEAM_A,fail,false,false,quality_system
QI-0305,CMP-0254,TSK-026,F04-B,stair,1,2025-03-17 14:00,2025-03-18 09:34,2025年03月19日 09:47,1.57,mm,47.2,TEAM_A,pass,false,false,quality_app
QI-0155,CMP-0129,TSK-013,F09-A,column,1,2025-03-27 16:15,2025-03-27 17:20,2025-03-28 13:57,10.13,mm,51.7,TEAM_C,fail,false,false,site_tablet
QI-0251,CMP-0212,TSK-022,F02-A,slab,1,2025-07-28 12:15,2025-07-28 13:34,2025-07-30 04:16,0.15,mm,47.1,TEAM_B,合格,false,false,quality_system
QI-0350,CMP-0294,TSK-030,F04-C,beam,1,2025-05-14 10:00,2025-05-14 23:46,2025年05月15日 12:00,3.09,mm,32.3,TEAM_A,fail,true,false,quality_system
QI-0014,CMP-0012,TSK-002,F02-B,wall_panel,1,2025-05-27 15:15,2025-05-28 07:25,2025-05-28 16:33,1.39,mm,46.9,TEAM_A,pass,false,false,quality_app
QI-REV-004,CMP-0189,TSK-019,F09-A,slab,2,2025-08-19 09:45,2025-08-22 16:44,2025-08-23 22:40,3.41,mm,50.7,TEAM_C,pass,true,true,quality_app
QI-REV-001,CMP-0024,TSK-003,F04-C,beam,1,2025-06-20 07:30,2025-06-21 02:56,2025-06-22 18:23,4.28,mm,41.7,TEAM_A,pass,false,true,quality_system
QI-0030,CMP-0027,TSK-003,F07-C,slab,1,2025-03-08 12:00,2025-03-08 23:07,2025-03-09 16:22,4.06,mm,50.4,TEAM_A,PASS,false,false,site_tablet
QI-0149,CMP-0124,TSK-013,F04-A,slab,1,2025-06-13 13:30,2025-06-13 07:30,2025-06-14 14:14,2.54,mm,45.2,TEAM_A,pass,false,false,quality_system
QI-0212,CMP-0178,TSK-018,F08-C,wall_panel,1,2025-04-25 16:00,2025-04-26 10:11,2025年04月26日 23:20,5.33,mm,44.2,TEAM_A,fail,true,false,site_tablet
QI-0219,CMP-0184,TSK-019,F04-A,wall_panel,1,2025-08-08 14:30,2025-08-09 06:52,2025-08-09 23:19,0.380,cm,51.1,TEAM_A,pass,false,false,quality_system
QI-0172,CMP-0143,TSK-015,F03-C,wall_panel,1,2025-08-17 13:15,2025-08-18 08:11,2025-08-20 01:42,0.15,mm,48.9,TEAM_A,pass,false,false,quality_system
QI-0206,CMP-0172,TSK-018,F02-C,wall_panel,2,2025-07-07 08:15,2025-07-12 13:26,2025-07-12 17:21,60.30,mm,61.1,TEAM_A,pass,true,false,site_tablet
QI-0120,CMP-0101,TSK-011,F01-B,wall_panel,1,2025-06-14 08:00,2025-06-15 02:57,2025-06-16 20:51,0.566,cm,49.2,TEAM_A,fail,true,false,quality_app
QI-0157,CMP-0131,TSK-014,F01-B,beam,1,2025-04-30 09:30,2025-04-30 22:50,2025-05-02 12:13,2.30,mm,40.1,TEAM_C,pass,false,false,quality_app
QI-0326,CMP-0273,TSK-028,F03-A,beam,1,2025-06-20 12:45,2025-06-20 08:45,2025-06-21 16:05,4.89,mm,40.8,TEAM_C,pass,false,false,site_tablet
QI-0338,CMP-0285,TSK-029,F05-B,beam,1,2025-07-08 15:30,2025-07-09 00:31,2025-07-10 16:22,3.70,mm,54.1,TEAM_C,通过,false,false,site_tablet
QI-0051,CMP-0042,TSK-005,F02-B,beam,1,2025-03-16 16:30,2025-03-17 00:45,2025-03-18 00:53,3.07,毫米?,53.3,TEAM_B,pass,false,false,quality_app
QI-0307,CMP-0256,TSK-026,F06-B,slab,1,2025-08-04 10:15,2025-08-04 16:40,2025-08-06 08:12,4.09,mm,52.6,TEAM_B,通过,false,false,site_tablet
QI-0174,CMP-0145,TSK-015,F05-C,column,1,2025-05-01 16:45,2025-05-02 01:05,2025年05月02日 01:43,5.11,mm,42.3,TEAM_A,fail,true,false,site_tablet
QI-0199,CMP-0168,TSK-017,F08-B,wall_panel,1,2025-08-20 15:15,2025-08-21 07:20,2025-08-23 04:04,3.72,mm,42.3,TEAM_A,pass,false,false,quality_system
QI-0076,CMP-0063,TSK-007,F03-A,column,1,2025-05-08 09:00,2025-05-09 04:08,2025年05月10日 19:04,0.81,mm,48.0,TEAM_C,pass,false,false,site_tablet
QI-0179,CMP-0150,TSK-015,F10-C,wall_panel,1,2025-06-16 15:45,2025-06-16 23:27,2025-06-18 12:27,4.27,mm,51.8,team_b,pass,false,false,quality_app
QI-0313,CMP-0262,TSK-027,F02-C,column,1,2025-05-05 15:45,2025-05-06 01:10,2025-05-07 11:31,5.39,mm,32.9,TEAM_B,不通过,true,false,site_tablet
QI-0084,CMP-0070,TSK-007,F10-A,beam,1,2025-06-28 16:45,2025-06-28 22:35,2025-06-29 06:59,3.92,mm,44.6,TEAM_A,pass,false,false,quality_system
QI-0332,CMP-0279,TSK-028,F09-A,wall_panel,1,2025-03-04 13:00,2025-03-05 03:02,2025-03-06 09:15,2.17,mm,51.0,TEAM_A,pass,false,false,site_tablet
QI-0048,CMP-0040,TSK-004,F10-A,stair,1,2025-04-13 16:15,2025-04-14 03:22,2025-04-14 07:24,2.41,mm,52.7,TEAM_C,pass,false,false,site_tablet
QI-0043,CMP-0036,TSK-004,F06-A,column,1,2025-08-20 11:15,2025-08-20 18:26,2025-08-21 13:36,0.603,cm,35.6,TEAM_C,fail,true,false,site_tablet
QI-0026,CMP-0023,TSK-003,F03-C,slab,1,2025-05-22 12:15,2025-05-22 20:29,2025-05-23 16:16,3.33,mm,42.4,TEAM_C,pass,false,false,quality_system
QI-0012,CMP-0010,TSK-001,F10-A,beam,1,2025-07-22 15:15,2025-07-22 20:20,2025-07-23 09:37,3.05,mm,57.6,TEAM_A,pass,否,false,quality_system
QI-0005,CMP-0004,TSK-001,F04-A,column,1,2025-06-22 07:00,2025-06-23 01:11,2025-06-24 00:39,0.143,cm,40.0,TEAM_B,pass,false,false,site_tablet
QI-0190,CMP-0160,NA,F10-A,beam,1,2025-08-02 09:00,2025-08-02 17:40,2025-08-04 01:40,2.19,mm,44.7,TEAM_B,pass,false,false,site_tablet
QI-0312,CMP-0261,TSK-027,F01-C,column,1,2025-05-03 16:00,2025-05-04 11:55,2025-05-08 04:55,4.02,mm,46.6,TEAM_C,pass,false,false,site_tablet
QI-0303,CMP-0253,TSK-026,F03-B,beam,1,2025-06-12 11:00,2025-06-12 19:03,2025-06-13 16:38,0.344,cm,54.0,TEAM_B,pass,false,false,quality_app
QI-0029,CMP-0026,TSK-003,F06-C,column,1,2025-08-08 07:00,2025-08-08 17:05,2025-08-08 19:25,0.326,cm,47.0,TEAM_A,pass,false,false,quality_app
QI-0136,CMP-0113,TSK-012,F03-C,stair,1,2025-03-22 07:00,2025-03-22 20:55,2025-03-24 02:46,4.34,mm,48.4,Team B,pass,false,false,site_tablet
QI-0308,CMP-0257,TSK-026,F07-B,wall_panel,1,2025-07-03 10:30,04-07-2025 03:58,2025-07-05 22:31,2.90,mm,47.6,TEAM_B,pass,false,false,quality_system
QI-0089,CMP-0074,,F04-B,beam,1,2025-05-09 09:45,2025-05-09 19:10,2025-05-11 10:35,4.02,mm,43.3,TEAM_C,pass,false,false,quality_system
QI-0297,CMP-0249,TSK-025,F09-A,beam,1,2025-07-04 13:15,2025-07-04 18:34,2025-07-05 05:44,4.72,mm,46.1,TEAM_C,pass,false,false,quality_system
QI-0165,CMP-0137,TSK-014,F07-B,column,1,2025-03-29 09:15,2025-03-29 20:51,2025-04-02 07:51,3.15,mm,42.8,TEAM_B,pass,false,false,site_tablet
QI-0132,CMP-0110,TSK-011,F10-B,slab,2,2025-07-31 07:00,2025-08-05 10:14,2025-08-06 21:42,2.01,mm,48.2,TEAM_B,pass,未知,false,quality_app
QI-0224,CMP-0188,TSK-019,F08-A,beam,2,2025-05-29 13:00,2025-06-02 17:41,2025-06-04 14:32,2.40,mm,46.3,TEAM_C,pass,Y,false,quality_app
QI-0044,CMP-0037,TSK-004,F07-A,wall_panel,1,2025-06-16 12:15,2025-06-16 17:40,2025-06-17 03:00,0.55,mm,43.7,TEAM_A,pass,false,false,quality_app
QI-0250,CMP-0211,TSK-022,F01-A,column,1,2025-06-18 15:30,19-06-2025 04:49,2025-06-20 14:37,5.50,mm,46.7,TEAM_B,fail,true,false,quality_system
QI-0339,CMP-0286,TSK-029,F06-B,beam,1,2025-05-07 14:30,2025-05-08 06:10,2025-05-08 04:10,0.49,mm,49.4,TEAM_A,pass,false,false,quality_system
QI-0160,CMP-0134,TSK-014,F04-B,wall_panel,1,2025-06-13 09:15,2025-06-13 15:23,2025-06-13 19:20,1.43,mm,55.5,TEAM_A,pass,false,false,quality_system
QI-0039,CMP-0033,TSK-004,F03-A,stair,1,2025-06-13 10:00,2025-06-14 00:39,2025-06-14 22:48,3.37,mm,N/A,TEAM_C,pass,false,false,quality_app
QI-0351,CMP-0295,TSK-030,F05-C,wall_panel,1,2025-05-14 08:00,2025-05-14 17:30,2025-05-14 18:02,3.30,mm,50.1,TEAM_B,pass,?,false,quality_system
QI-0236,CMP-0199,TSK-020,F09-B,wall_panel,1,2025-07-25 10:00,2025-07-25 21:34,2025-07-27 17:22,4.18,mm,40.2,TEAM_B,pass,0,false,quality_system
QI-0298,CMP-0249,TSK-025,F09-A,beam,2,2025-07-04 13:15,,2025-07-10 21:43,3.41,mm,41.0,TEAM_B,pass,true,false,quality_app
QI-0133,CMP-0111,TSK-012,F01-C,slab,1,2025-06-02 15:15,2025-06-03 02:17,2025-06-03 22:09,1.10,mm,48.4,--,pass,false,false,site_tablet
QI-0241,CMP-0203,TSK-021,F03-C,wall_panel,1,2025-06-12 14:45,2025-06-13 05:11,2025-06-13 02:11,5.69,mm,46.2,TEAM_A,fail,true,false,site_tablet
QI-0335,CMP-0282,TSK-029,F02-B,beam,1,2025-08-14 10:30,2025-08-15 02:48,2025-08-16 17:23,2.20,mm,45.4,TEAM_C,pass,false,false,site_tablet
,CMP-0222,TSK-023,F02-B,slab,2,2025-08-29 15:45,2025-09-01 19:02,2025-09-01 20:18,2.91,mm,50.7,TEAM_B,pass,true,false,site_tablet
QI-0285,CMP-0241,TSK-025,F01-A,wall_panel,2,2025-03-10 09:45,2025-03-13 16:11,2025-03-13 19:25,2.12,mm,43.8,TEAM_A,pass,是,false,quality_app
QI-0296,CMP-0248,TSK-025,F08-A,beam,1,2025-06-20 10:15,2025-06-21 02:47,2025-06-21 07:25,3.83,mm,52.4,TEAM_B,pass,0,false,quality_app
QI-0291,CMP-0245,TSK-025,F05-A,column,1,2025-04-03 11:45,2025-04-03 15:04,2025-04-08 19:04,2.99,mm,49.5,TEAM_A,pass,false,false,quality_system
QI-0046,CMP-0038,N/A,F08-A,beam,2,2025-05-12 14:15,2025-05-17 17:36,2025-05-18 18:36,0.73,mm,41.0,TEAM_A,pass,true,false,quality_system
QI-0204,CMP-0171,TSK-018,F01-C,slab,1,2025-03-05 08:30,2025-03-05 17:56,2025-03-06 03:21,0.476,cm,43.3,TEAM_C,pass,false,false,quality_app
QI-0234,CMP-0197,TSK-020,F07-B,wall_panel,1,2025-08-23 14:00,2025-08-23 18:23,2025-08-24 17:53,4.00,mm,56.2,TEAM_C,pass,0,false,quality_app
QI-0159,CMP-0133,TSK-014,F03-B,column,1,2025-07-31 07:30,2025-08-01 00:37,2025年08月02日 16:04,5.33,mm,56.7,TEAM_A,fail,true,false,quality_app
QI-0320,CMP-0268,TSK-027,F08-C,column,2,2025-03-09 08:00,2025-03-14 13:56,2025-03-14 16:44,0.26,mm,46.7,A班,pass,true,false,quality_system
QI-0164,CMP-0136,TSK-014,F06-B,beam,1,2025/08/26 08:15,2025-08-26 15:46,2025-08-28 04:12,2.98,mm,53.9,TEAM_C,pass,false,false,site_tablet
QI-0330,CMP-0277,TSK-028,F07-A,wall_panel,1,2025-07-23 12:30,2025-07-23 15:09,2025-07-24 11:54,4.65,mm,38.7,TEAM_B,fail,true,false,site_tablet
QI-0292,CMP-0245,TSK-025,F05-A,column,2,2025-04-03 11:45,2025-04-08 13:22,2025-04-09 07:18,0.76,mm,51.1,team_b,pass,true,false,site_tablet
QI-0125,CMP-0105,TSK-011,F05-B,wall_panel,1,2025-07-15 11:15,2025-07-16 07:09,2025-07-17 06:06,-2.10,mm,49.5,TEAM_A,fail,true,false,site_tablet
QI-0276,CMP-0233,TSK-024,F03-C,beam,1,2025-07-06 13:30,2025-07-07 06:05,2025-07-08 09:51,2.56,mm,47.2,TEAM_C,pass,false,false,site_tablet
QI-0091,CMP-0076,TSK-008,F06-B,wall_panel,1,2025-04-25 07:30,25-04-2025 09:04,2025-04-25 18:12,6.12,mm,46.0,TEAM_C,fail,true,false,quality_app
QI-0198,CMP-0167,TSK-017,F07-B,slab,1,2025-07-03 07:45,2025-07-03 11:11,2025年07月04日 05:34,3.58,mm,57.7,TEAM_B,pass,false,false,quality_system
QI-0269,CMP-0226,TSK-023,F06-B,column,1,2025-08-19 14:45,2025-08-19 20:22,2025-08-21 05:13,4.19,mm,43.1,TEAM_B,合格,false,false,quality_system
QI-0144,CMP-0120,TSK-012,F10-C,wall_panel,1,2025-07-31 15:00,2025-07-31 18:43,2025-07-31 21:40,0.669,cm,46.1,TEAM_A,fail,true,false,site_tablet
QI-0352,CMP-0295,TSK-030,F05-C,wall_panel,2,2025-05-14 08:00,2025-05-19 10:12,2025-05-19 15:36,11.96,mm,55.8,TEAM_B,fail,true,false,quality_app
QI-0194,CMP-0164,TSK-017,F04-B,beam,1,2025-04-20 13:45,2025-04-20 06:45,2025-04-22 11:01,5.29,mm,42.6,TEAM_B,fail,true,false,quality_system
QI-0336,CMP-0283,TSK-029,F03-B,slab,1,2025-05-13 08:00,2025-05-13 18:33,2025-05-14 13:29,4.58,mm,49.8,TEAM_A,pass,false,false,quality_app
QI-0072,CMP-0060,TSK-006,F10-C,stair,1,2025-04-07 10:15,2025-04-07 11:31,2025-04-09 02:22,3.58,mm,38.8,TEAM_A,fail,true,false,quality_system
QI-0020,CMP-0018,TSK-002,F08-B,slab,1,2025-08-09 10:30,2025-08-09 12:34,2025-08-09 19:14,1.69,mm,53.0,TEAM_B,pass,false,false,quality_app
QI-0019,CMP-0017,TSK-002,F07-B,slab,1,2025-03-18 10:30,2025-03-18 13:48,2025-03-18 20:08,0.292,cm,45.5,TEAM_B,pass,false,false,quality_app
QI-0214,CMP-0180,TSK-018,F10-C,wall_panel,1,2025-03-06 12:00,??,2025-03-08 16:22,4.80,mm,46.3,TEAM_C,pass,false,false,quality_system
QI-0084,CMP-0070,TSK-007,F10-A,beam,1,2025-06-28 16:45,2025-06-28 22:35,2025-06-29 06:59,3.92,mm,44.6,TEAM_A,pass,false,false,quality_system
QI-0160,CMP-0134,TSK-014,F04-B,wall_panel,1,2025-06-13 09:15,2025-06-13 15:23,2025-06-13 19:20,1.43,mm,55.5,TEAM_A,pass,false,false,quality_system
QI-0101,CMP-0086,TSK-009,F06-C,beam,1,2025-03-19 11:30,2025-03-20 00:32,2025年03月20日 19:43,5.09,mm,48.7,TEAM_B,fail,true,false,quality_app
QI-0215,CMP-0181,TSK-019,F01-A,slab,1,2025-03-07 08:45,2025-03-07 18:30,2025-03-09 05:04,1.34,mm,38.5,TEAM_C,fail,1,false,site_tablet
QI-0162,CMP-0135,TSK-014,F05-B,wall_panel,1,2025-05-15 14:00,2025-05-16 09:52,2025-05-16 22:21,2.19,mm,35.4,TEAM_A,fail,true,false,quality_app
QI-0211,CMP-0177,TSK-018,F07-C,column,1,2025-05-14 07:15,2025-05-14 10:07,2025-05-14 12:43,-4.41,mm,47.9,TEAM_B,pass,false,false,quality_app
QI-0176,CMP-0147,TSK-015,F07-C,wall_panel,1,2025-06-22 11:00,2025-06-22 19:50,2025-06-23 07:24,0.240,cm,45.8,TEAM_A,pass,false,false,site_tablet
QI-0228,CMP-0191,TSK-020,F01-B,slab,1,2025-07-06 13:15,2025-07-06 23:15,2025-07-08 11:12,2.18,mm,37.9,TEAM_C,fail,--,false,quality_system
QI-0220,CMP-0185,TSK-019,F05-A,slab,1,2025-05-09 15:30,09-05-2025 18:17,2025-05-10 15:19,3.05,mm,43.7,TEAM_A,pass,false,false,site_tablet
QI-0319,CMP-0268,TSK-027,F08-C,column,1,2025-03-09 08:00,2025-03-09 11:19,2025-03-10 22:25,3.50,mms?,47.4,TEAM_A,pass,false,false,quality_app
QI-0034,CMP-0030,TSK-003,F10-C,stair,1,2025-05-04 09:15,2025-05-04 21:22,2025-05-06 03:11,3.94,mm,51.6,TEAM_A,pass,false,false,quality_app
QI-0152,CMP-0126,TSK-013,F06-A,wall_panel,1,2025-04-25 07:30,2025-04-25 17:13,2025-04-26 18:16,2.51,mm,41.1,TEAM_A,pass,false,false,quality_system
QI-REV-005,CMP-0200,TSK-020,F10-B,slab,1,2025-08-17 12:30,2025-08-18 05:45,2025-08-19 20:29,2.88,mm,49.8,TEAM_A,pass,false,true,quality_app
QI-0255,CMP-0215,TSK-022,F05-A,column,1,2025-04-18 08:15,2025-04-18 10:24,2025-04-22 23:24,2.32,mm,44.2,TEAM_C,pass,false,false,quality_system
QI-0141,CMP-0117,TSK-012,F07-C,beam,1,2025-05-22 11:30,2025-05-23 03:50,2025-05-23 08:34,4.87,mm,50.8,TEAM_C,pass,false,false,quality_system
QI-0260,CMP-0219,TSK-022,F09-A,beam,1,2025-06-15 13:45,2025-06-15 23:51,2025-06-16 21:56,1.70,mm,47.1,TEAM_A,PASS,false,false,quality_system
QI-0341,CMP-0287,TSK-029,F07-B,column,1,2025-07-08 11:00,2025-07-08 15:45,2025-07-10 07:43,0.164,cm,39.9,TEAM_C,fail,true,false,site_tablet
QI-0188,CMP-0158,TSK-016,F08-A,slab,1,2025-07-30 14:45,2025-07-31 05:00,2025-07-31 08:04,15.21,mm,55.6,TEAM_C,fail,true,false,quality_system
QI-0202,CMP-0170,TSK-017,F10-B,beam,1,2025-08-29 11:15,2025-08-29 14:30,2025-08-30 23:56,0.257,cm,38.3,TEAM_A,fail,true,false,site_tablet
QI-0097,CMP-0082,TSK-009,F02-C,wall_panel,1,2025-08-14 12:45,2025-08-14 21:53,2025-08-15 07:32,0.074,cm,40.1,TEAM_B,pass,false,false,quality_system
QI-0348,CMP-0293,TSK-030,F03-C,wall_panel,1,2025-08-15 16:00,2025-08-15 17:22,2025-08-16 10:49,4.48,mm,50.6,TEAM_C,pass,false,false,site_tablet
QI-0128,CMP-0107,TSK-011,F07-B,wall_panel,2,2025-07-24 08:00,2025-07-30 13:12,2025-07-30 16:25,0.357,cm,52.9,TEAM_B,pass,true,false,quality_system
QI-0218,CMP-0183,TSK-019,F03-A,column,1,2025-03-06 13:30,2025-03-07 04:24,2025-03-07 21:41,0.15,mm,-4.3,TEAM_C,pass,false,false,quality_app
QI-0077,CMP-0064,TSK-007,F04-A,beam,1,2025-05-11 11:30,2025-05-12 07:27,2025-05-16 05:27,4.22,mm,56.2,TEAM_A,pass,false,false,quality_system
QI-0140,CMP-0116,TSK-012,F06-C,beam,2,2025-07-12 12:45,2025-07-16 14:30,2025-07-18 11:22,1.44,mm,54.9,TEAM_A,fail,true,false,site_tablet
QI-0231,CMP-0194,TSK-020,F04-B,NA,1,2025-07-24 13:15,2025-07-25 07:04,2025-07-27 00:48,5.34,mm,50.8,TEAM_C,fail,true,false,quality_system
QI-0264,CMP-0222,TSK-023,F02-B,slab,1,2025/08/29 15:45,2025-08-29 17:18,2025-08-31 01:23,0.48,mm,53.1,TEAM_C,pass,false,false,quality_app
QI-0088,CMP-0073,TSK-008,F03-B,wall_panel,1,2025-04-18 09:30,2025-04-18 18:16,2025-04-19 06:41,3.45,mm,44.7,TEAM_A,pass,false,false,site_tablet
QI-0041,CMP-0035,TSK-004,F05-A,wall_panel,1,2025-05-09 07:00,2025-05-09 08:50,2025-05-10 10:12,3.72,mm,42.0,TEAM_C,pass,0,false,site_tablet
QI-0143,CMP-0119,TSK-012,F09-C,slab,1,2025-05-15 16:45,2025-05-16 06:09,2025-05-17 07:43,6.25,mm,56.5,TEAM_B,fail,true,false,site_tablet
QI-0201,CMP-0169,TSK-017,F09-B,stair,2,2025-03-29 15:45,2025-04-02 17:03,2025-04-02 23:16,4.30,mm,48.4,TEAM_B,pass,false,false,quality_system
QI-0107,CMP-0090,TSK-009,F10-C,column,1,2025-06-15 11:30,2025-06-15 17:20,2025-06-17 03:14,2.53,mm,60.0,TEAM_C,pass,false,false,site_tablet
QI-0137,CMP-0114,TSK-012,F04-C,beam,1,2025-08-12 12:30,2025-08-12 16:06,2025-08-17 05:06,2.50,mm,50.9,TEAM_A,pass,false,false,quality_system
QI-0286,CMP-0242,TSK-025,F02-A,wall_panel,1,2025-04-07 07:45,2025-04-07 19:54,2025-04-08 17:32,8.97,mm,49.8,TEAM_A,fail,true,false,site_tablet
QI-0033,CMP-0029,TSK-003,F09-C,slab,1,2025-07-14 08:00,2025-07-14 22:46,2025-07-15 20:05,3.89,mm,52.2,team_c,pass,false,false,quality_app
QI-0245,CMP-0207,TSK-021,F07-C,beam,1,2025-04-24 08:00,2025-04-25 03:24,2025-04-25 23:53,0.456,cm,40.0,TEAM_C,fail,true,false,quality_app
QI-0181,CMP-0152,TSK-016,F02-A,wall_panel,1,2025-05-18 15:15,2025-05-19 02:18,2025-05-20 18:01,16.29,mm,44.2,TEAM_B,fail,true,false,quality_app
QI-0022,CMP-0020,TSK-002,F10-B,wall_panel,1,2025-08-28 14:15,2025-08-29 01:16,2025-08-30 01:15,6.17,mm,50.9,C班,fail,true,false,site_tablet
QI-0242,CMP-0204,TSK-021,F04-C,wall_panel,1,2025-04-08 10:00,2025-04-09 01:32,2025-04-12 21:32,3.56,mm,33.4,TEAM_C,fail,true,false,quality_system
QI-0354,CMP-0296,TSK-030,F06-C,wall_panel,2,2025-08-22 07:00,2025-08-24 14:20,2025-08-25 03:45,2.10,mm,53.7,TEAM_A,pass,true,false,quality_system
QI-0096,CMP-0081,TSK-009,F01-C,beam,1,2025-03-19 10:45,2025-03-19 05:45,2025-03-21 08:02,3.66,mm,42.7,TEAM_B,pass,false,false,quality_app
QI-0192,CMP-0162,TSK-017,F02-B,slab,1,2025-04-14 11:15,2025-04-15 05:13,2025-04-15 13:01,2.77,mm,48.3,TEAM_C,pass,false,false,quality_app
QI-0032,CMP-0028,TSK-003,F08-C,wall_panel,1,2025-05-07 08:00,2025-05-07 13:14,2025-05-07 21:20,0.150,cm,58.4,TEAM_A,pass,false,false,quality_app
QI-0074,CMP-0061,TSK-007,F01-A,wall_panel,1,2025-07-07 15:30,2025-07-08 08:35,2025-07-08 10:40,2.48,mm,42.0,C班,pass,false,false,quality_app
QI-0058,CMP-0049,TSK-005,F09-B,slab,1,2025-05-11 07:30,2025-05-11 18:39,2025-05-12 09:26,3.60,mm,43.3,TEAM_C,pass,false,false,site_tablet
QI-0038,CMP-0032,TSK-004,F02-A,slab,1,2025-03-18 08:00,2025-03-18 14:52,2025-03-20 01:24,N/A,mm,51.9,TEAM_C,pass,false,false,quality_app
QI-0121,CMP-0101,TSK-011,F01-B,wall_panel,2,2025-06-14 08:00,2025-06-20 09:01,2025-06-22 04:26,2.02,mm,47.8,TEAM_A,pass,Y,false,quality_app
QI-0225,CMP-0189,TSK-019,F09-A,slab,1,2025-08-19 09:45,2025-08-20 02:43,2025-08-21 17:26,3.70,mm,47.3,TEAM_C,pass,false,false,quality_app
QI-0330,CMP-0277,TSK-028,F07-A,wall_panel,1,2025-07-23 12:30,2025-07-23 15:09,2025-07-24 11:54,4.65,mm,38.7,TEAM_B,fail,true,false,site_tablet
QI-0078,CMP-0065,TSK-007,F05-A,beam,1,2025-05-30 12:45,2025-05-30 23:23,2025-06-05 21:23,5.91,mm,48.0,TEAM_A,fail,true,false,site_tablet
QI-0318,CMP-0267,TSK-027,F07-C,beam,1,2025-03-29 15:45,2025-03-29 22:19,2025-03-30 01:03,3.67,mm,56.9,B班,pass,false,false,quality_system
QI-0154,CMP-0128,TSK-013,F08-A,column,1,2025-04-19 10:30,19-04-2025 23:35,2025-04-20 23:32,4.89,mm,46.6,TEAM_C,pass,false,false,site_tablet
QI-0271,CMP-0228,TSK-023,F08-B,wall_panel,1,2025-05-18 11:30,2025-05-18 19:17,2025-05-20 03:43,2.71,mm,50.6,TEAM_A,pass,false,false,quality_system
QI-0103,CMP-0087,TSK-009,F07-C,column,1,2025/05/30 08:30,2025-05-30 21:52,2025-05-31 16:07,4.83,mm,47.2,TEAM_C,pass,false,false,quality_app
QI-0346,CMP-0291,TSK-030,F01-C,slab,1,2025-03-26 07:30,2025-03-26 13:42,2025-03-26 16:18,3.37,mm,52.1,TEAM_C,pass,否,false,quality_system
QI-0314,CMP-0263,TSK-027,F03-C,column,1,2025-08-12 12:45,2025-08-12 18:43,2025-08-13 20:08,NA,mm,31.8,TEAM_C,fail,true,false,quality_app
