project_id,date,zone_id,construction_stage,electricity_kwh,diesel_l,equipment_hours,active_workers,temperature_c,rainfall_mm,electricity_factor_kgco2e_kwh,diesel_factor_kgco2e_l,carbon_kgco2e,data_quality_flag
PRJ-QM-001,2025-05-17,B,foundation,378.07,82.02,18.1,22,24.9,0.0,0.55,2.68,427.75,ok
PRJ-QM-001,2025-05-17,C,foundation,222.73,76.46,12.4,21,24.9,0.0,0.55,2.68,327.41,ok
PRJ-QM-001,2025-05-18,A,foundation,221.44,66.36,10.4,16,26.6,0.0,0.55,2.68,299.64,ok
PRJ-QM-001,2025-05-18,B,foundation,221.6,54.39,6.1,16,26.6,0.0,0.55,2.68,267.65,ok
PRJ-QM-001,2025-05-18,C,foundation,206.71,47.25,4.4,17,26.6,0.0,0.55,2.68,240.32,ok
PRJ-QM-001,2025-05-19,A,foundation,408.07,102.9,22.3,40,29.4,0.0,0.55,2.68,500.21,ok
PRJ-QM-001,2025-05-19,B,foundation,468.93,96.9,18.7,40,29.4,0.0,0.55,2.68,517.6,ok
PRJ-QM-001,2025-05-19,C,foundation,438.83,82.68,20.1,35,29.4,0.0,0.55,2.68,462.94,ok
PRJ-QM-001,2025-05-20,A,foundation,459.59,107.87,27.9,41,28.3,0.0,0.55,2.68,541.87,ok
PRJ-QM-001,2025-05-20,B,foundation,417.62,117.28,24.3,35,28.3,0.0,0.55,2.68,544.0,ok
PRJ-QM-001,2025-05-20,C,foundation,397.64,91.07,19.1,33,28.3,0.0,0.55,2.68,462.77,ok
PRJ-QM-001,2025-05-21,A,foundation,545.68,120.38,26.8,40,27.7,0.0,0.55,2.68,622.74,ok
PRJ-QM-001,2025-05-21,B,foundation,407.47,107.34,22.9,39,27.7,0.0,0.55,2.68,511.78,ok
PRJ-QM-001,2025-05-21,C,foundation,379.53,88.5,19.1,36,27.7,0.0,0.55,2.68,445.92,ok
PRJ-QM-001,2025-05-22,A,structure,665.33,149.19,32.8,58,26.2,0.0,0.55,2.68,765.76,ok
PRJ-QM-001,2025-05-22,B,structure,625.38,144.48,31.1,52,26.2,0.0,0.55,2.68,731.17,ok
PRJ-QM-001,2025-05-22,C,structure,489.11,109.92,26.0,42,26.2,0.0,0.55,2.68,563.6,ok
PRJ-QM-001,2025-05-23,A,structure,726.77,155.87,37.8,60,27.3,0.0,0.55,2.68,817.46,ok
PRJ-QM-001,2025-05-23,B,structure,579.45,136.03,31.3,55,27.3,0.0,0.55,2.68,683.26,ok
PRJ-QM-001,2025-05-23,C,structure,617.42,113.48,28.2,57,27.3,0.0,0.55,2.68,643.71,ok
PRJ-QM-001,2025-05-24,A,structure,610.42,103.78,26.5,45,26.3,0.0,0.55,2.68,613.86,ok
PRJ-QM-001,2025-05-24,B,structure,480.46,115.79,21.5,43,26.3,0.0,0.55,2.68,574.57,ok
PRJ-QM-001,2025-05-24,C,structure,497.03,113.09,22.7,38,26.3,0.0,0.55,2.68,576.45,ok
PRJ-QM-001,2025-05-25,A,structure,338.91,89.22,12.7,22,25.8,0.0,0.55,2.68,425.51,ok
PRJ-QM-001,2025-05-25,B,structure,267.61,71.94,9.4,20,25.8,0.0,0.55,2.68,339.98,ok
PRJ-QM-001,2025-05-25,C,structure,265.0,71.57,11.8,17,25.8,0.0,0.55,2.68,337.56,ok
PRJ-QM-001,2025-05-26,A,structure,641.18,158.75,33.1,56,25.3,0.0,0.55,2.68,778.1,ok
PRJ-QM-001,2025-05-26,B,structure,493.1,137.38,27.8,43,25.3,0.0,0.55,2.68,639.38,ok
PRJ-QM-001,2025-05-26,C,structure,465.21,99.64,24.7,38,25.3,0.0,0.55,2.68,522.9,ok
PRJ-QM-001,2025-05-27,A,structure,,170.72,37.3,65,24.2,0.0,0.55,2.68,,missing_electricity
PRJ-QM-001,2025-05-27,B,structure,610.88,136.89,28.6,64,24.2,0.0,0.55,2.68,702.85,ok
PRJ-QM-001,2025-05-27,C,structure,533.97,110.99,29.5,50,24.2,0.0,0.55,2.68,591.14,ok
PRJ-QM-001,2025-05-28,A,structure,628.16,130.39,22.7,51,22.9,19.6,0.55,2.68,694.93,ok
PRJ-QM-001,2025-05-28,B,structure,469.01,112.23,18.4,40,22.9,19.6,0.55,2.68,558.73,ok
PRJ-QM-001,2025-05-28,C,structure,446.71,95.26,15.9,41,22.9,19.6,0.55,2.68,500.99,ok
PRJ-QM-001,2025-05-29,A,structure,593.19,139.05,30.4,58,20.3,0.0,0.55,2.68,698.91,ok
PRJ-QM-001,2025-05-29,B,structure,598.28,133.47,28.1,53,20.3,0.0,0.55,2.68,686.75,ok
PRJ-QM-001,2025-05-29,C,structure,459.98,91.54,20.9,38,20.3,0.0,0.55,2.68,498.32,ok
PRJ-QM-001,2025-05-30,A,structure,645.68,139.34,34.7,57,23.6,1.1,0.55,2.68,728.56,ok
PRJ-QM-001,2025-05-30,B,structure,572.0,134.63,33.0,47,23.6,1.1,0.55,2.68,675.41,ok
PRJ-QM-001,2025-05-30,C,structure,512.34,110.77,27.0,45,23.6,1.1,0.55,2.68,578.65,ok
PRJ-QM-001,2025-05-31,A,structure,488.73,108.54,22.9,40,25.4,0.0,0.55,2.68,559.69,ok
PRJ-QM-001,2025-05-31,B,structure,405.63,102.02,17.7,30,25.4,0.0,0.55,2.68,496.51,ok
PRJ-QM-001,2025-05-31,C,structure,387.83,83.83,19.6,27,25.4,0.0,0.55,2.68,437.97,ok
PRJ-QM-001,2025-06-01,A,structure,354.09,83.97,12.2,21,25.4,0.0,0.55,2.68,419.79,ok
PRJ-QM-001,2025-06-01,B,structure,300.82,66.1,10.0,17,25.4,0.0,0.55,2.68,342.6,ok
PRJ-QM-001,2025-06-01,C,structure,300.57,67.53,12.3,18,25.4,0.0,0.55,2.68,346.29,ok
PRJ-QM-001,2025-06-02,A,structure,591.7,128.75,25.4,51,25.5,15.3,0.55,2.68,670.49,ok
PRJ-QM-001,2025-06-02,B,structure,506.93,114.39,19.0,33,25.5,15.3,0.55,2.68,585.38,ok
PRJ-QM-001,2025-06-02,C,structure,475.34,96.3,19.0,39,25.5,15.3,0.55,2.68,519.52,ok
PRJ-QM-001,2025-06-03,A,structure,667.8,140.0,33.5,61,25.6,0.0,0.55,2.68,742.49,ok
PRJ-QM-001,2025-06-03,B,structure,501.33,124.71,25.5,51,25.6,0.0,0.55,2.68,609.95,ok
PRJ-QM-001,2025-06-03,C,structure,475.18,89.42,19.2,40,25.6,0.0,0.55,2.68,500.99,ok
PRJ-QM-001,2025-06-04,A,structure,650.12,151.65,34.0,53,25.9,0.0,0.55,2.68,763.99,ok
PRJ-QM-001,2025-06-04,B,structure,600.51,142.0,28.8,58,25.9,0.0,0.55,2.68,710.84,ok
PRJ-QM-001,2025-06-04,C,structure,586.27,115.05,33.4,48,25.9,0.0,0.55,2.68,630.78,ok
PRJ-QM-001,2025-06-05,A,structure,668.64,139.37,32.3,59,25.5,0.0,0.55,2.68,741.26,ok
PRJ-QM-001,2025-06-05,B,structure,527.83,110.65,24.8,46,25.5,0.0,0.55,2.68,586.85,ok
PRJ-QM-001,2025-06-05,C,structure,531.62,125.84,30.8,48,25.5,0.0,0.55,2.68,629.64,ok
PRJ-QM-001,2025-06-06,A,structure,671.02,160.47,34.5,53,27.2,0.0,0.55,2.68,799.12,ok
PRJ-QM-001,2025-06-06,B,structure,548.42,122.33,26.2,52,27.2,0.0,0.55,2.68,629.48,ok
PRJ-QM-001,2025-06-06,C,structure,491.43,114.32,25.7,48,27.2,0.0,0.55,2.68,576.66,ok
PRJ-QM-001,2025-06-07,A,structure,564.66,136.93,27.0,45,26.0,0.0,0.55,2.68,677.54,ok
PRJ-QM-001,2025-06-07,B,structure,461.3,100.52,18.1,34,26.0,0.0,0.55,2.68,523.11,ok
PRJ-QM-001,2025-06-07,C,structure,107.73,94.61,19.8,36,26.0,0.0,0.55,2.68,312.81,ok
PRJ-QM-001,2025-06-08,A,structure,359.73,96.87,13.2,25,27.5,0.0,0.55,2.68,457.46,ok
PRJ-QM-001,2025-06-08,B,structure,372.01,68.33,15.1,23,27.5,0.0,0.55,2.68,387.73,ok
PRJ-QM-001,2025-06-08,C,structure,303.3,85.53,12.4,15,27.5,0.0,0.55,2.68,396.04,ok
PRJ-QM-001,2025-06-09,A,structure,618.59,138.89,30.5,57,26.7,0.0,0.55,2.68,712.45,ok
PRJ-QM-001,2025-06-09,B,structure,518.2,116.96,27.3,53,26.7,0.0,0.55,2.68,598.46,ok
PRJ-QM-001,2025-06-09,C,structure,566.55,126.02,29.8,48,26.7,0.0,0.55,2.68,649.34,ok
PRJ-QM-001,2025-06-10,A,structure,621.3,150.45,31.1,57,25.5,0.0,0.55,2.68,744.92,ok
PRJ-QM-001,2025-06-10,B,structure,550.39,116.42,23.6,45,25.5,0.0,0.55,2.68,614.72,ok
PRJ-QM-001,2025-06-10,C,structure,498.84,103.84,22.3,52,25.5,0.0,0.55,2.68,552.65,ok
PRJ-QM-001,2025-06-11,A,structure,564.37,136.89,25.1,53,25.2,0.0,0.55,2.68,677.27,ok
PRJ-QM-001,2025-06-11,B,structure,462.5,106.8,25.6,35,25.2,0.0,0.55,2.68,540.6,ok
PRJ-QM-001,2025-06-11,C,structure,470.24,102.82,21.4,38,25.2,0.0,0.55,2.68,534.19,ok
PRJ-QM-001,2025-06-12,A,structure,675.16,144.07,33.1,57,25.2,6.1,0.55,2.68,757.45,ok
PRJ-QM-001,2025-06-12,B,structure,640.66,149.53,33.1,47,25.2,6.1,0.55,2.68,753.1,ok
PRJ-QM-001,2025-06-12,C,structure,456.83,110.44,22.7,40,25.2,6.1,0.55,2.68,547.24,ok
PRJ-QM-001,2025-06-13,A,structure,619.06,145.72,30.1,52,24.3,8.0,0.55,2.68,731.01,ok
PRJ-QM-001,2025-06-13,B,structure,478.63,114.43,23.4,45,24.3,8.0,0.55,2.68,569.92,ok
PRJ-QM-001,2025-06-13,C,structure,415.03,111.65,20.9,44,24.3,8.0,0.55,2.68,527.49,ok
PRJ-QM-001,2025-06-14,A,structure,546.83,114.0,24.5,37,23.8,0.0,0.55,2.68,606.28,ok
PRJ-QM-001,2025-06-14,B,structure,492.44,107.95,19.4,32,23.8,0.0,0.55,2.68,560.15,ok
PRJ-QM-001,2025-06-14,C,structure,427.43,94.31,18.3,37,23.8,0.0,0.55,2.68,487.84,ok
PRJ-QM-001,2025-06-15,A,structure,348.72,94.52,13.1,27,25.7,0.0,0.55,2.68,445.11,ok
PRJ-QM-001,2025-06-15,B,structure,318.58,46.26,8.3,22,25.7,0.0,0.55,2.68,299.2,ok
PRJ-QM-001,2025-06-15,C,structure,302.66,46.74,10.3,22,25.7,0.0,0.55,2.68,291.73,ok
PRJ-QM-001,2025-06-16,A,structure,663.94,162.3,36.0,62,24.1,0.0,0.55,2.68,800.13,ok
PRJ-QM-001,2025-06-16,B,structure,560.41,136.07,27.7,55,24.1,0.0,0.55,2.68,672.89,ok
PRJ-QM-001,2025-06-16,C,structure,576.06,136.06,31.1,50,24.1,0.0,0.55,2.68,681.47,ok
PRJ-QM-001,2025-06-17,A,structure,647.92,158.4,35.5,61,23.9,0.0,0.55,2.68,780.87,ok
PRJ-QM-001,2025-06-17,B,structure,551.25,132.03,29.4,59,23.9,0.0,0.55,2.68,657.03,ok
PRJ-QM-001,2025-06-17,C,structure,516.24,121.05,28.4,44,23.9,0.0,0.55,2.68,608.35,ok
PRJ-QM-001,2025-06-18,A,structure,600.72,130.49,29.1,51,23.6,10.1,0.55,2.68,680.11,ok
PRJ-QM-001,2025-06-18,B,structure,549.82,113.63,21.3,49,23.6,10.1,0.55,2.68,606.93,ok
PRJ-QM-001,2025-06-18,C,structure,429.88,100.21,19.1,40,23.6,10.1,0.55,2.68,505.0,ok
PRJ-QM-001,2025-06-19,A,structure,650.05,136.51,33.9,58,24.7,1.3,0.55,2.68,723.37,ok
PRJ-QM-001,2025-06-19,B,structure,568.37,131.48,29.7,46,24.7,1.3,0.55,2.68,664.97,ok
PRJ-QM-001,2025-06-19,C,structure,571.03,122.22,26.2,46,24.7,1.3,0.55,2.68,641.62,ok
PRJ-QM-001,2025-06-20,A,structure,644.84,160.0,33.9,59,26.2,0.0,0.55,2.68,783.46,ok
PRJ-QM-001,2025-06-20,B,structure,557.98,124.72,28.8,46,26.2,0.0,0.55,2.68,641.14,ok
PRJ-QM-001,2025-06-20,C,structure,456.38,104.11,22.7,45,26.2,0.0,0.55,2.68,530.02,ok
PRJ-QM-001,2025-06-21,A,structure,604.76,136.46,30.4,43,27.5,0.0,0.55,2.68,698.33,ok
PRJ-QM-001,2025-06-21,B,structure,513.77,,19.7,36,27.5,0.0,0.55,2.68,,missing_diesel
PRJ-QM-001,2025-06-21,C,structure,478.22,102.3,20.0,34,27.5,0.0,0.55,2.68,537.18,ok
PRJ-QM-001,2025-06-22,A,structure,427.15,90.14,13.9,25,27.9,0.0,0.55,2.68,476.51,ok
PRJ-QM-001,2025-06-22,B,structure,303.9,74.25,10.7,18,27.9,0.0,0.55,2.68,366.13,ok
PRJ-QM-001,2025-06-22,C,structure,338.8,75.74,14.0,22,27.9,0.0,0.55,2.68,389.32,ok
PRJ-QM-001,2025-06-23,A,structure,693.12,157.22,33.5,65,28.5,0.0,0.55,2.68,802.57,ok
PRJ-QM-001,2025-06-23,B,structure,652.85,122.86,32.1,50,28.5,0.0,0.55,2.68,688.33,ok
PRJ-QM-001,2025-06-23,C,structure,630.86,123.54,31.6,55,28.5,0.0,0.55,2.68,678.06,ok
PRJ-QM-001,2025-06-24,A,structure,719.64,161.49,37.9,60,28.5,0.0,0.55,2.68,828.6,ok
PRJ-QM-001,2025-06-24,B,structure,627.0,138.52,29.6,55,28.5,0.0,0.55,2.68,716.08,ok
PRJ-QM-001,2025-06-24,C,structure,589.12,119.24,26.6,45,28.5,0.0,0.55,2.68,643.58,ok
PRJ-QM-001,2025-06-25,A,structure,724.01,170.8,36.6,62,27.1,0.0,0.55,2.68,855.95,ok
PRJ-QM-001,2025-06-25,B,structure,601.52,135.6,31.9,54,27.1,0.0,0.55,2.68,694.24,ok
PRJ-QM-001,2025-06-25,C,structure,498.84,133.34,28.4,42,27.1,0.0,0.55,2.68,631.71,ok
PRJ-QM-001,2025-06-26,A,structure,719.3,162.56,38.0,60,28.0,0.0,0.55,2.68,831.28,ok
PRJ-QM-001,2025-06-26,B,structure,658.96,150.61,32.5,60,28.0,0.0,0.55,2.68,766.06,ok
PRJ-QM-001,2025-06-26,C,structure,597.44,125.93,30.9,50,28.0,0.0,0.55,2.68,666.08,ok
PRJ-QM-001,2025-06-27,A,structure,592.88,150.3,30.4,56,26.6,0.0,0.55,2.68,728.89,ok
PRJ-QM-001,2025-06-27,B,structure,593.93,143.93,31.5,50,26.6,0.0,0.55,2.68,712.39,ok
PRJ-QM-001,2025-06-27,C,structure,497.76,111.93,26.6,49,26.6,0.0,0.55,2.68,573.74,ok
PRJ-QM-001,2025-06-28,A,structure,527.27,108.56,23.3,40,26.6,0.0,0.55,2.68,580.94,ok
PRJ-QM-001,2025-06-28,B,structure,456.94,107.01,21.0,39,26.6,0.0,0.55,2.68,538.1,ok
PRJ-QM-001,2025-06-28,C,structure,439.43,91.62,23.0,36,26.6,0.0,0.55,2.68,487.23,ok
PRJ-QM-001,2025-06-29,A,structure,327.62,78.5,8.6,15,27.6,0.0,0.55,2.68,390.57,ok
PRJ-QM-001,2025-06-29,B,structure,318.4,75.46,10.2,21,27.6,0.0,0.55,2.68,377.35,ok
PRJ-QM-001,2025-06-29,C,structure,285.02,51.18,8.0,16,27.6,0.0,0.55,2.68,293.92,ok
PRJ-QM-001,2025-06-30,A,structure,616.54,143.18,31.0,55,29.6,0.0,0.55,2.68,722.82,ok
PRJ-QM-001,2025-06-30,B,structure,622.05,134.07,25.9,50,29.6,0.0,0.55,2.68,701.44,ok
PRJ-QM-001,2025-06-30,C,structure,582.83,115.09,29.7,46,29.6,0.0,0.55,2.68,629.0,ok
PRJ-QM-001,2025-07-01,A,enclosure_mep,638.55,70.3,23.7,63,27.0,0.2,0.55,2.68,539.61,ok
PRJ-QM-001,2025-07-01,B,enclosure_mep,650.37,83.41,25.3,54,27.0,0.2,0.55,2.68,581.24,ok
PRJ-QM-001,2025-07-01,C,enclosure_mep,530.89,60.39,17.1,44,27.0,0.2,0.55,2.68,453.83,ok
PRJ-QM-001,2025-07-02,A,enclosure_mep,613.96,15.7,22.4,64,26.5,13.4,0.55,2.68,379.75,ok
PRJ-QM-001,2025-07-02,B,enclosure_mep,618.18,76.83,22.4,64,26.5,13.4,0.55,2.68,545.9,ok
PRJ-QM-001,2025-07-02,C,enclosure_mep,530.19,83.95,23.0,50,26.5,13.4,0.55,2.68,516.59,ok
PRJ-QM-001,2025-07-03,A,enclosure_mep,649.97,91.23,26.1,59,24.7,0.0,0.55,2.68,601.98,ok
PRJ-QM-001,2025-07-03,B,enclosure_mep,581.77,76.24,21.3,58,24.7,0.0,0.55,2.68,524.3,ok
PRJ-QM-001,2025-07-03,C,enclosure_mep,565.63,67.06,21.6,47,24.7,0.0,0.55,2.68,490.82,ok
PRJ-QM-001,2025-07-04,A,enclosure_mep,601.19,73.68,20.3,49,28.5,0.0,0.55,2.68,528.12,ok
PRJ-QM-001,2025-07-04,B,enclosure_mep,527.29,74.48,18.4,43,28.5,0.0,0.55,2.68,489.62,ok
PRJ-QM-001,2025-07-04,C,enclosure_mep,492.12,51.59,14.7,42,28.5,0.0,0.55,2.68,408.93,ok
PRJ-QM-001,2025-07-05,A,enclosure_mep,575.66,81.0,17.5,45,29.0,3.4,0.55,2.68,533.69,ok
PRJ-QM-001,2025-07-05,B,enclosure_mep,473.33,58.79,12.8,33,29.0,3.4,0.55,2.68,417.89,ok
PRJ-QM-001,2025-07-05,C,enclosure_mep,485.0,50.87,14.0,28,29.0,3.4,0.55,2.68,403.08,ok
PRJ-QM-001,2025-07-06,A,enclosure_mep,456.18,48.47,9.6,20,28.7,13.8,0.55,2.68,380.8,ok
PRJ-QM-001,2025-07-06,B,enclosure_mep,398.72,45.12,10.2,20,28.7,13.8,0.55,2.68,340.22,ok
PRJ-QM-001,2025-07-06,C,enclosure_mep,322.62,38.39,5.9,17,28.7,13.8,0.55,2.68,280.33,ok
PRJ-QM-001,2025-07-07,A,enclosure_mep,657.71,75.57,17.0,60,29.2,28.3,0.55,2.68,564.27,ok
PRJ-QM-001,2025-07-07,B,enclosure_mep,583.86,63.93,17.7,48,29.2,28.3,0.55,2.68,492.46,ok
PRJ-QM-001,2025-07-07,C,enclosure_mep,554.57,50.52,17.9,49,29.2,28.3,0.55,2.68,440.41,ok
PRJ-QM-001,2025-07-08,A,enclosure_mep,777.98,89.75,28.3,72,28.1,0.0,0.55,2.68,668.42,ok
PRJ-QM-001,2025-07-08,B,enclosure_mep,585.86,95.14,23.6,54,28.1,0.0,0.55,2.68,577.2,ok
PRJ-QM-001,2025-07-08,C,enclosure_mep,581.12,78.05,18.3,61,28.1,0.0,0.55,2.68,528.79,ok
PRJ-QM-001,2025-07-09,A,enclosure_mep,645.82,64.88,20.8,63,29.0,0.0,0.55,2.68,529.08,ok
PRJ-QM-001,2025-07-09,B,enclosure_mep,578.09,87.82,20.5,54,29.0,0.0,0.55,2.68,553.31,ok
PRJ-QM-001,2025-07-09,C,enclosure_mep,483.12,51.73,19.6,46,29.0,0.0,0.55,2.68,404.35,ok
PRJ-QM-001,2025-07-10,A,enclosure_mep,697.92,90.25,25.8,72,28.9,0.0,0.55,2.68,625.73,ok
PRJ-QM-001,2025-07-10,B,enclosure_mep,671.68,84.09,25.7,58,28.9,0.0,0.55,2.68,594.79,ok
PRJ-QM-001,2025-07-10,C,enclosure_mep,556.01,67.09,17.9,48,28.9,0.0,0.55,2.68,485.61,ok
PRJ-QM-001,2025-07-11,A,enclosure_mep,754.91,100.36,28.6,68,29.4,2.7,0.55,2.68,684.17,ok
PRJ-QM-001,2025-07-11,B,enclosure_mep,596.92,89.18,21.7,64,29.4,2.7,0.55,2.68,567.31,ok
PRJ-QM-001,2025-07-11,C,enclosure_mep,549.79,85.11,21.3,52,29.4,2.7,0.55,2.68,530.48,ok
PRJ-QM-001,2025-07-12,A,enclosure_mep,588.49,83.67,18.2,48,25.9,0.0,0.55,2.68,547.91,ok
PRJ-QM-001,2025-07-12,B,enclosure_mep,471.14,44.97,17.7,45,25.9,0.0,0.55,2.68,379.65,ok
PRJ-QM-001,2025-07-12,C,enclosure_mep,472.63,58.22,15.6,40,25.9,0.0,0.55,2.68,415.98,ok
PRJ-QM-001,2025-07-13,A,enclosure_mep,426.57,43.14,10.9,32,30.3,9.4,0.55,2.68,350.23,ok
PRJ-QM-001,2025-07-13,B,enclosure_mep,396.59,62.17,7.5,27,30.3,9.4,0.55,2.68,384.74,ok
PRJ-QM-001,2025-07-13,C,enclosure_mep,397.3,43.15,8.3,24,30.3,9.4,0.55,2.68,334.16,ok
PRJ-QM-001,2025-07-14,A,enclosure_mep,740.56,100.66,29.1,71,27.2,0.0,0.55,2.68,677.08,ok
PRJ-QM-001,2025-07-14,B,enclosure_mep,607.1,79.94,20.1,60,27.2,0.0,0.55,2.68,548.14,ok
PRJ-QM-001,2025-07-14,C,enclosure_mep,589.0,75.45,23.3,59,27.2,0.0,0.55,2.68,526.16,ok
PRJ-QM-001,2025-07-15,A,enclosure_mep,793.69,91.96,28.3,75,29.0,17.5,0.55,2.68,682.98,ok
PRJ-QM-001,2025-07-15,B,enclosure_mep,632.78,81.19,19.8,59,29.0,17.5,0.55,2.68,565.62,ok
PRJ-QM-001,2025-07-15,C,enclosure_mep,592.87,74.56,17.2,47,29.0,17.5,0.55,2.68,525.9,ok
PRJ-QM-001,2025-07-16,A,enclosure_mep,689.24,106.98,26.7,62,29.6,10.3,0.55,2.68,665.79,ok
PRJ-QM-001,2025-07-16,B,enclosure_mep,650.72,90.01,22.2,52,29.6,10.3,0.55,2.68,599.12,ok
PRJ-QM-001,2025-07-16,C,enclosure_mep,537.52,71.75,18.1,52,29.6,10.3,0.55,2.68,487.93,ok
PRJ-QM-001,2025-07-17,A,enclosure_mep,715.6,85.0,29.6,72,28.5,0.0,0.55,2.68,621.38,ok
PRJ-QM-001,2025-07-17,B,enclosure_mep,634.22,64.25,20.9,60,28.5,0.0,0.55,2.68,521.01,ok
PRJ-QM-001,2025-07-17,C,enclosure_mep,547.64,78.03,23.1,57,28.5,0.0,0.55,2.68,510.32,ok
PRJ-QM-001,2025-07-18,A,enclosure_mep,737.69,87.11,30.2,71,27.9,0.0,0.55,2.68,639.18,ok
PRJ-QM-001,2025-07-18,B,enclosure_mep,662.96,70.58,21.3,63,27.9,0.0,0.55,2.68,553.78,ok
PRJ-QM-001,2025-07-18,C,enclosure_mep,573.32,72.28,19.9,55,27.9,0.0,0.55,2.68,509.04,ok
PRJ-QM-001,2025-07-19,A,enclosure_mep,556.04,75.75,17.3,42,29.5,0.0,0.55,2.68,508.83,ok
PRJ-QM-001,2025-07-19,B,enclosure_mep,495.94,40.75,13.5,45,29.5,0.0,0.55,2.68,381.98,ok
PRJ-QM-001,2025-07-19,C,enclosure_mep,,42.49,10.3,31,29.5,0.0,0.55,2.68,,missing_electricity
PRJ-QM-001,2025-07-20,A,enclosure_mep,437.45,46.81,9.2,25,26.6,0.0,0.55,2.68,366.05,ok
PRJ-QM-001,2025-07-20,B,enclosure_mep,379.09,55.85,10.6,29,26.6,0.0,0.55,2.68,358.18,ok
PRJ-QM-001,2025-07-20,C,enclosure_mep,296.18,42.5,5.7,19,26.6,0.0,0.55,2.68,276.8,ok
PRJ-QM-001,2025-07-21,A,enclosure_mep,667.16,91.6,22.0,66,26.5,10.4,0.55,2.68,612.43,ok
PRJ-QM-001,2025-07-21,B,enclosure_mep,626.85,77.78,22.0,61,26.5,10.4,0.55,2.68,553.22,ok
PRJ-QM-001,2025-07-21,C,enclosure_mep,570.78,65.72,17.8,53,26.5,10.4,0.55,2.68,490.06,ok
PRJ-QM-001,2025-07-22,A,enclosure_mep,721.42,96.42,29.3,77,26.2,0.0,0.55,2.68,655.19,ok
PRJ-QM-001,2025-07-22,B,enclosure_mep,637.05,92.92,26.8,60,26.2,0.0,0.55,2.68,599.4,ok
PRJ-QM-001,2025-07-22,C,enclosure_mep,516.18,68.31,18.2,49,26.2,0.0,0.55,2.68,466.97,ok
PRJ-QM-001,2025-07-23,A,enclosure_mep,690.68,101.52,25.7,59,28.8,0.0,0.55,2.68,651.95,ok
PRJ-QM-001,2025-07-23,B,enclosure_mep,609.4,86.69,19.4,57,28.8,0.0,0.55,2.68,567.5,ok
PRJ-QM-001,2025-07-23,C,enclosure_mep,515.69,67.31,17.7,42,28.8,0.0,0.55,2.68,464.02,ok
PRJ-QM-001,2025-07-24,A,enclosure_mep,643.11,82.37,24.6,63,27.0,0.0,0.55,2.68,574.46,ok
PRJ-QM-001,2025-07-24,B,enclosure_mep,641.21,78.89,26.5,61,27.0,0.0,0.55,2.68,564.09,ok
PRJ-QM-001,2025-07-24,C,enclosure_mep,497.86,61.8,20.6,49,27.0,0.0,0.55,2.68,439.45,ok
PRJ-QM-001,2025-07-25,A,enclosure_mep,610.07,78.59,24.5,64,27.3,0.0,0.55,2.68,546.16,ok
PRJ-QM-001,2025-07-25,B,enclosure_mep,635.8,79.79,25.6,56,27.3,0.0,0.55,2.68,563.53,ok
PRJ-QM-001,2025-07-25,C,enclosure_mep,541.74,67.72,20.7,53,27.3,0.0,0.55,2.68,479.45,ok
PRJ-QM-001,2025-07-26,A,enclosure_mep,491.39,65.13,14.7,37,26.1,0.0,0.55,2.68,444.81,ok
PRJ-QM-001,2025-07-26,B,enclosure_mep,468.22,59.07,14.0,44,26.1,0.0,0.55,2.68,415.83,ok
PRJ-QM-001,2025-07-26,C,enclosure_mep,361.26,48.71,15.1,26,26.1,0.0,0.55,2.68,329.24,ok
PRJ-QM-001,2025-07-27,A,enclosure_mep,366.55,41.72,12.0,24,25.8,0.0,0.55,2.68,313.41,ok
PRJ-QM-001,2025-07-27,B,enclosure_mep,393.65,52.79,12.6,25,25.8,0.0,0.55,2.68,357.98,ok
PRJ-QM-001,2025-07-27,C,enclosure_mep,278.05,39.89,8.9,23,25.8,0.0,0.55,2.68,259.83,ok
PRJ-QM-001,2025-07-28,A,enclosure_mep,750.33,95.79,27.4,70,26.1,0.0,0.55,2.68,669.4,ok
PRJ-QM-001,2025-07-28,B,enclosure_mep,583.89,71.96,21.6,56,26.1,0.0,0.55,2.68,513.99,ok
PRJ-QM-001,2025-07-28,C,enclosure_mep,541.04,57.82,20.6,52,26.1,0.0,0.55,2.68,452.53,ok
PRJ-QM-001,2025-07-29,A,enclosure_mep,643.38,105.24,23.5,68,25.3,11.2,0.55,2.68,635.9,ok
PRJ-QM-001,2025-07-29,B,enclosure_mep,628.78,73.09,24.2,64,25.3,11.2,0.55,2.68,541.71,ok
PRJ-QM-001,2025-07-29,C,enclosure_mep,591.97,75.38,24.1,60,25.3,11.2,0.55,2.68,527.6,ok
PRJ-QM-001,2025-07-30,A,enclosure_mep,643.37,79.02,22.7,56,26.7,0.0,0.55,2.68,565.63,ok
PRJ-QM-001,2025-07-30,B,enclosure_mep,554.84,85.26,20.4,53,26.7,0.0,0.55,2.68,533.66,ok
PRJ-QM-001,2025-07-30,C,enclosure_mep,510.65,63.55,16.7,46,26.7,0.0,0.55,2.68,451.17,ok
PRJ-QM-001,2025-07-31,A,enclosure_mep,699.42,78.5,25.8,72,23.9,0.0,0.55,2.68,595.06,ok
PRJ-QM-001,2025-07-31,B,enclosure_mep,565.6,83.29,21.8,66,23.9,0.0,0.55,2.68,534.3,ok
PRJ-QM-001,2025-07-31,C,enclosure_mep,532.92,74.07,22.9,53,23.9,0.0,0.55,2.68,491.61,ok
